index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,9,99,2020-10-12T13:24,BPl_0,5,D,TTPl_13,C,0
1,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_1,5,D,GPl_1,C,0
2,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_2,1,D,RPl_16,D,1
3,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_3,1,D,BPl_13,D,1
4,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_4,1,D,BPl_7,D,1
5,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_5,1,D,BPl_16,D,1
6,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_6,1,D,BPl_18,D,1
7,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_7,1,D,BPl_4,D,1
8,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_8,5,D,RPl_10,C,0
9,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_9,5,D,GPl_12,C,0
10,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_10,5,D,TTPl_12,C,0
11,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_11,5,D,GPl_7,C,0
12,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_12,1,D,RPl_13,D,1
13,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_13,1,D,BPl_3,D,1
14,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_14,1,D,RPl_4,D,1
15,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_15,1,D,RPl_9,D,1
16,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_16,1,D,BPl_5,D,1
17,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_17,5,D,TTPl_2,C,0
18,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_18,1,D,BPl_6,D,1
19,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,BPl_19,1,D,RPl_3,D,1
20,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_1,1,D,RPl_10,D,1
21,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_2,1,D,RPl_8,D,1
22,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_3,1,D,BPl_17,D,1
23,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_4,1,D,BPl_0,D,1
24,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_5,5,D,RPl_11,C,0
25,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_6,1,D,RPl_18,D,1
26,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_7,5,D,GPl_5,C,0
27,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_8,5,D,GPl_17,C,0
28,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_9,5,D,TTPl_17,C,0
29,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_10,1,D,RPl_16,D,1
30,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_11,5,D,TTPl_14,C,0
31,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_12,5,D,TTPl_9,C,0
32,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_13,5,D,TTPl_13,C,0
33,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_14,5,D,TTPl_1,C,0
34,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_15,5,D,TTPl_5,C,0
35,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_16,5,D,GPl_6,C,0
36,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_17,1,D,BPl_3,D,1
37,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_18,5,D,TTPl_16,C,0
38,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,BPl_19,5,D,TTPl_0,C,0
39,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_1,1,D,BPl_6,D,1
40,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_2,1,D,TTPl_5,D,1
41,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_3,1,D,RPl_1,D,1
42,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_4,1,D,TTPl_14,D,1
43,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_5,5,D,GPl_10,C,0
44,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_6,1,D,BPl_1,D,1
45,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_7,5,D,TTPl_18,C,0
46,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_8,5,D,TTPl_19,C,0
47,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_9,5,D,RPl_14,C,0
48,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_10,5,D,RPl_6,C,0
49,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_11,1,D,BPl_16,D,1
50,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_12,5,D,RPl_2,C,0
51,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_13,1,D,BPl_15,D,1
52,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_14,1,D,RPl_12,D,1
53,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_15,1,D,BPl_13,D,1
54,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_16,1,D,BPl_11,D,1
55,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_17,1,D,RPl_11,D,1
56,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_18,1,D,RPl_7,D,1
57,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,BPl_19,5,D,GPl_5,C,0
58,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_1,5,D,TTPl_6,C,0
59,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_2,5,D,TTPl_2,C,0
60,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_3,5,D,GPl_13,C,0
61,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_4,1,D,BPl_10,D,1
62,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_5,1,D,RPl_5,D,1
63,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_6,1,D,BPl_0,D,1
64,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_7,5,D,GPl_5,C,0
65,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_8,5,D,GPl_7,C,0
66,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_9,5,D,GPl_4,C,0
67,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_10,1,D,BPl_4,D,1
68,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_11,1,D,BPl_16,D,1
69,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_12,5,D,TTPl_0,C,0
70,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_13,5,D,TTPl_4,C,0
71,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_14,5,D,TTPl_13,C,0
72,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_15,5,D,RPl_17,C,0
73,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_16,1,D,BPl_11,D,1
74,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_17,5,D,GPl_11,C,0
75,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_18,1,D,RPl_1,D,1
76,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,BPl_19,5,D,TTPl_11,C,0
77,ipd,ipd,Scenario1,0,4,2020-10-12T13:24,BPl_1,1,D,BPl_7,D,1
78,ipd,ipd,Scenario1,0,4,2020-10-12T13:24,BPl_2,1,D,BPl_12,D,1
79,ipd,ipd,Scenario1,0,4,2020-10-12T13:24,BPl_3,1,D,BPl_4,D,1
80,ipd,ipd,Scenario1,0,4,2020-10-12T13:24,BPl_4,1,D,BPl_3,D,1
81,ipd,ipd,Scenario1,0,4,2020-10-12T13:24,BPl_5,5,D,GPl_15,C,0
82,ipd,ipd,Scenario1,0,4,2020-10-12T13:24,BPl_6,1,D,TTPl_13,D,1
83,ipd,ipd,Scenario1,0,4,2020-10-12T13:24,BPl_7,1,D,BPl_1,D,1
