index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2020-04-08T17:25, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
2,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
3,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
4,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
5,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
6,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
7,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
8,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
9,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
10,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
11,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
12,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
13,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
14,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
15,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
16,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
17,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
18,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
19,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
20,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
21,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
22,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
23,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
24,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
25,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
26,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
27,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
28,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
29,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
30,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
31,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
32,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
33,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
34,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
35,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
36,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
37,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
38,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
39,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
40,dumb_model,dumb_simulation,Scenario1,1,3,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
41,dumb_model,dumb_simulation,Scenario1,1,3,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
42,dumb_model,dumb_simulation,Scenario1,1,3,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
43,dumb_model,dumb_simulation,Scenario1,1,4,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
44,dumb_model,dumb_simulation,Scenario1,1,4,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
45,dumb_model,dumb_simulation,Scenario1,1,4,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
46,dumb_model,dumb_simulation,Scenario1,1,5,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
47,dumb_model,dumb_simulation,Scenario1,1,5,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
48,dumb_model,dumb_simulation,Scenario1,1,5,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
49,dumb_model,dumb_simulation,Scenario1,1,6,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
50,dumb_model,dumb_simulation,Scenario1,1,6,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
51,dumb_model,dumb_simulation,Scenario1,1,6,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
52,dumb_model,dumb_simulation,Scenario1,1,7,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
53,dumb_model,dumb_simulation,Scenario1,1,7,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
54,dumb_model,dumb_simulation,Scenario1,1,7,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
55,dumb_model,dumb_simulation,Scenario1,1,8,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
56,dumb_model,dumb_simulation,Scenario1,1,8,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
57,dumb_model,dumb_simulation,Scenario1,1,8,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
58,dumb_model,dumb_simulation,Scenario1,1,9,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
59,dumb_model,dumb_simulation,Scenario1,1,9,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
60,dumb_model,dumb_simulation,Scenario1,1,9,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
61,dumb_model,dumb_simulation,Scenario1,2,0,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
62,dumb_model,dumb_simulation,Scenario1,2,0,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
63,dumb_model,dumb_simulation,Scenario1,2,0,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
64,dumb_model,dumb_simulation,Scenario1,2,1,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
65,dumb_model,dumb_simulation,Scenario1,2,1,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
66,dumb_model,dumb_simulation,Scenario1,2,1,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
67,dumb_model,dumb_simulation,Scenario1,2,2,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
68,dumb_model,dumb_simulation,Scenario1,2,2,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
69,dumb_model,dumb_simulation,Scenario1,2,2,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
70,dumb_model,dumb_simulation,Scenario1,2,3,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
71,dumb_model,dumb_simulation,Scenario1,2,3,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
72,dumb_model,dumb_simulation,Scenario1,2,3,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
73,dumb_model,dumb_simulation,Scenario1,2,4,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
74,dumb_model,dumb_simulation,Scenario1,2,4,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
75,dumb_model,dumb_simulation,Scenario1,2,4,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
76,dumb_model,dumb_simulation,Scenario1,2,5,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
77,dumb_model,dumb_simulation,Scenario1,2,5,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
78,dumb_model,dumb_simulation,Scenario1,2,5,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
79,dumb_model,dumb_simulation,Scenario1,2,6,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
80,dumb_model,dumb_simulation,Scenario1,2,6,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
81,dumb_model,dumb_simulation,Scenario1,2,6,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
82,dumb_model,dumb_simulation,Scenario1,2,7,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
83,dumb_model,dumb_simulation,Scenario1,2,7,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
84,dumb_model,dumb_simulation,Scenario1,2,7,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
85,dumb_model,dumb_simulation,Scenario1,2,8,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
86,dumb_model,dumb_simulation,Scenario1,2,8,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
87,dumb_model,dumb_simulation,Scenario1,2,8,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
88,dumb_model,dumb_simulation,Scenario1,2,9,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
89,dumb_model,dumb_simulation,Scenario1,2,9,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
90,dumb_model,dumb_simulation,Scenario1,2,9,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
91,dumb_model,dumb_simulation,Scenario1,3,0,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
92,dumb_model,dumb_simulation,Scenario1,3,0,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
93,dumb_model,dumb_simulation,Scenario1,3,0,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
94,dumb_model,dumb_simulation,Scenario1,3,1,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
95,dumb_model,dumb_simulation,Scenario1,3,1,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
96,dumb_model,dumb_simulation,Scenario1,3,1,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
97,dumb_model,dumb_simulation,Scenario1,3,2,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
98,dumb_model,dumb_simulation,Scenario1,3,2,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
99,dumb_model,dumb_simulation,Scenario1,3,2,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
100,dumb_model,dumb_simulation,Scenario1,3,3,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
101,dumb_model,dumb_simulation,Scenario1,3,3,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
102,dumb_model,dumb_simulation,Scenario1,3,3,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
103,dumb_model,dumb_simulation,Scenario1,3,4,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
104,dumb_model,dumb_simulation,Scenario1,3,4,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
105,dumb_model,dumb_simulation,Scenario1,3,4,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
106,dumb_model,dumb_simulation,Scenario1,3,5,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
107,dumb_model,dumb_simulation,Scenario1,3,5,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
108,dumb_model,dumb_simulation,Scenario1,3,5,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
109,dumb_model,dumb_simulation,Scenario1,3,6,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
110,dumb_model,dumb_simulation,Scenario1,3,6,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
111,dumb_model,dumb_simulation,Scenario1,3,6,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
112,dumb_model,dumb_simulation,Scenario1,3,7,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
113,dumb_model,dumb_simulation,Scenario1,3,7,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
114,dumb_model,dumb_simulation,Scenario1,3,7,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
115,dumb_model,dumb_simulation,Scenario1,3,8,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
116,dumb_model,dumb_simulation,Scenario1,3,8,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
117,dumb_model,dumb_simulation,Scenario1,3,8,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
118,dumb_model,dumb_simulation,Scenario1,3,9,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
119,dumb_model,dumb_simulation,Scenario1,3,9,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
120,dumb_model,dumb_simulation,Scenario1,3,9,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
121,dumb_model,dumb_simulation,Scenario1,4,0,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
122,dumb_model,dumb_simulation,Scenario1,4,0,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
123,dumb_model,dumb_simulation,Scenario1,4,0,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
124,dumb_model,dumb_simulation,Scenario1,4,1,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
125,dumb_model,dumb_simulation,Scenario1,4,1,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
126,dumb_model,dumb_simulation,Scenario1,4,1,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
127,dumb_model,dumb_simulation,Scenario1,4,2,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
128,dumb_model,dumb_simulation,Scenario1,4,2,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
129,dumb_model,dumb_simulation,Scenario1,4,2,2020-04-08T17:25,Circumspect_Bug_2,1.0365032257482754,2
130,dumb_model,dumb_simulation,Scenario1,4,3,2020-04-08T17:25,Circumspect_Bug_0,1.1464783201916589,1
131,dumb_model,dumb_simulation,Scenario1,4,3,2020-04-08T17:25,Circumspect_Bug_1,1.066270501017882,5
