index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2020-02-12T13:15, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2020-02-12T13:15,Funny_Bug_0,1.0228254808850838,2
2,dumb_model,dumb_simulation,Scenario1,0,0,2020-02-12T13:15,Funny_Bug_1,1.0533484150265215,3
3,dumb_model,dumb_simulation,Scenario1,0,0,2020-02-12T13:15,Funny_Bug_2,1.3643360805812441,7
4,dumb_model,dumb_simulation,Scenario1,0,0,2020-02-12T13:15,Funny_Bug_3,0.9781468511404876,5
5,dumb_model,dumb_simulation,Scenario1,0,0,2020-02-12T13:15,Funny_Bug_4,0.9677509559472635,2
6,dumb_model,dumb_simulation,Scenario1,0,1,2020-02-12T13:15,Funny_Bug_0,1.0228254808850838,2
7,dumb_model,dumb_simulation,Scenario1,0,1,2020-02-12T13:15,Funny_Bug_1,1.0533484150265215,3
8,dumb_model,dumb_simulation,Scenario1,0,1,2020-02-12T13:15,Funny_Bug_2,1.3643360805812441,7
9,dumb_model,dumb_simulation,Scenario1,0,1,2020-02-12T13:15,Funny_Bug_3,0.9781468511404876,5
10,dumb_model,dumb_simulation,Scenario1,0,1,2020-02-12T13:15,Funny_Bug_4,0.9677509559472635,2
11,dumb_model,dumb_simulation,Scenario1,0,2,2020-02-12T13:15,Funny_Bug_0,1.0228254808850838,2
12,dumb_model,dumb_simulation,Scenario1,0,2,2020-02-12T13:15,Funny_Bug_1,1.0533484150265215,3
13,dumb_model,dumb_simulation,Scenario1,0,2,2020-02-12T13:15,Funny_Bug_2,1.3643360805812441,7
14,dumb_model,dumb_simulation,Scenario1,0,2,2020-02-12T13:15,Funny_Bug_3,0.9781468511404876,5
15,dumb_model,dumb_simulation,Scenario1,0,2,2020-02-12T13:15,Funny_Bug_4,0.9677509559472635,2
16,dumb_model,dumb_simulation,Scenario1,0,3,2020-02-12T13:15,Funny_Bug_0,1.0228254808850838,2
17,dumb_model,dumb_simulation,Scenario1,0,3,2020-02-12T13:15,Funny_Bug_1,1.0533484150265215,3
18,dumb_model,dumb_simulation,Scenario1,0,3,2020-02-12T13:15,Funny_Bug_2,1.3643360805812441,7
19,dumb_model,dumb_simulation,Scenario1,0,3,2020-02-12T13:15,Funny_Bug_3,0.9781468511404876,5
20,dumb_model,dumb_simulation,Scenario1,0,3,2020-02-12T13:15,Funny_Bug_4,0.9677509559472635,2
21,dumb_model,dumb_simulation,Scenario1,0,4,2020-02-12T13:15,Funny_Bug_0,1.0228254808850838,2
22,dumb_model,dumb_simulation,Scenario1,0,4,2020-02-12T13:15,Funny_Bug_1,1.0533484150265215,3
23,dumb_model,dumb_simulation,Scenario1,0,4,2020-02-12T13:15,Funny_Bug_2,1.3643360805812441,7
24,dumb_model,dumb_simulation,Scenario1,0,4,2020-02-12T13:15,Funny_Bug_3,0.9781468511404876,5
25,dumb_model,dumb_simulation,Scenario1,0,4,2020-02-12T13:15,Funny_Bug_4,0.9677509559472635,2
26,dumb_model,dumb_simulation,Scenario1,0,5,2020-02-12T13:15,Funny_Bug_0,1.0228254808850838,2
27,dumb_model,dumb_simulation,Scenario1,0,5,2020-02-12T13:15,Funny_Bug_1,1.0533484150265215,3
28,dumb_model,dumb_simulation,Scenario1,0,5,2020-02-12T13:15,Funny_Bug_2,1.3643360805812441,7
29,dumb_model,dumb_simulation,Scenario1,0,5,2020-02-12T13:15,Funny_Bug_3,0.9781468511404876,5
30,dumb_model,dumb_simulation,Scenario1,0,5,2020-02-12T13:15,Funny_Bug_4,0.9677509559472635,2
31,dumb_model,dumb_simulation,Scenario1,0,6,2020-02-12T13:15,Funny_Bug_0,1.0228254808850838,2
32,dumb_model,dumb_simulation,Scenario1,0,6,2020-02-12T13:15,Funny_Bug_1,1.0533484150265215,3
33,dumb_model,dumb_simulation,Scenario1,0,6,2020-02-12T13:15,Funny_Bug_2,1.3643360805812441,7
34,dumb_model,dumb_simulation,Scenario1,0,6,2020-02-12T13:15,Funny_Bug_3,0.9781468511404876,5
35,dumb_model,dumb_simulation,Scenario1,0,6,2020-02-12T13:15,Funny_Bug_4,0.9677509559472635,2
