index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2019-11-25T17:21, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
2,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
3,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
4,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
5,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
6,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
7,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
8,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
9,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
10,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
11,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
12,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
13,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
14,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
15,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
16,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
17,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
18,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
19,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
20,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
21,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
22,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
23,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
24,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
25,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
26,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
27,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
28,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
29,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
30,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
31,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
32,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
33,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
34,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
35,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
36,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
37,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
38,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
39,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
40,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
41,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
42,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
43,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
44,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
45,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
46,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
47,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
48,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
49,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
50,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
51,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
52,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
53,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
54,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
55,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
56,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
57,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
58,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
59,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
60,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
61,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
62,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
63,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
64,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
65,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
66,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
67,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
68,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
69,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
70,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
71,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
72,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
73,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
74,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
75,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
76,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
77,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
78,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
79,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
80,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
81,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
82,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
83,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
84,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
85,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
86,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
87,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
88,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
89,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
90,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
91,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
92,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
93,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
94,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
95,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
96,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
97,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T17:21,Funny_Bug_1,0.718685269194421,4
98,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T17:21,Funny_Bug_2,0.8862788482018624,2
99,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T17:21,Funny_Bug_3,0.8235696883657981,2
100,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T17:21,Funny_Bug_4,1.0183991718424676,4
101,dumb_model,dumb_simulation,Scenario1,2,0,2019-11-25T17:21,Funny_Bug_0,1.086293120016721,0
