index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2020-04-08T17:25, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:25,Funny_Bug_0,0.7273783480469995,1
2,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:25,Funny_Bug_1,0.7918937863294443,4
3,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:25,Funny_Bug_2,0.9385261676202514,3
4,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:25,Funny_Bug_3,1.312485174286464,3
5,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:25,Funny_Bug_4,0.532273811775778,2
6,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:25,Funny_Bug_0,0.7273783480469995,1
7,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:25,Funny_Bug_1,0.7918937863294443,4
8,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:25,Funny_Bug_2,0.9385261676202514,3
9,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:25,Funny_Bug_3,1.312485174286464,3
10,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:25,Funny_Bug_4,0.532273811775778,2
11,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:25,Funny_Bug_0,0.7273783480469995,1
12,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:25,Funny_Bug_1,0.7918937863294443,4
13,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:25,Funny_Bug_2,0.9385261676202514,3
14,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:25,Funny_Bug_3,1.312485174286464,3
15,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:25,Funny_Bug_4,0.532273811775778,2
16,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:25,Funny_Bug_0,0.7273783480469995,1
17,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:25,Funny_Bug_1,0.7918937863294443,4
18,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:25,Funny_Bug_2,0.9385261676202514,3
19,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:25,Funny_Bug_3,1.312485174286464,3
20,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:25,Funny_Bug_4,0.532273811775778,2
