index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2020-04-08T17:28, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
2,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
3,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
4,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
5,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
6,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
7,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
8,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
9,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
10,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
11,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
12,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
13,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
14,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
15,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
16,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
17,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
18,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
19,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
20,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
21,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
22,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
23,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
24,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
25,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
26,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:28,Circumspect_Bug_1,1.3002841777648857,7
27,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:28,Circumspect_Bug_2,1.2339602657984348,5
28,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:28,Circumspect_Bug_0,0.9034416579844622,5
