index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2019-11-25T14:55, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
2,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
3,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
4,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
5,dumb_model,dumb_simulation,Scenario1,0,0,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
6,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
7,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
8,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
9,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
10,dumb_model,dumb_simulation,Scenario1,0,1,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
11,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
12,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
13,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
14,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
15,dumb_model,dumb_simulation,Scenario1,0,2,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
16,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
17,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
18,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
19,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
20,dumb_model,dumb_simulation,Scenario1,0,3,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
21,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
22,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
23,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
24,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
25,dumb_model,dumb_simulation,Scenario1,0,4,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
26,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
27,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
28,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
29,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
30,dumb_model,dumb_simulation,Scenario1,0,5,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
31,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
32,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
33,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
34,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
35,dumb_model,dumb_simulation,Scenario1,0,6,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
36,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
37,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
38,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
39,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
40,dumb_model,dumb_simulation,Scenario1,0,7,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
41,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
42,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
43,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
44,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
45,dumb_model,dumb_simulation,Scenario1,0,8,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
46,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
47,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
48,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
49,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
50,dumb_model,dumb_simulation,Scenario1,0,9,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
51,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
52,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
53,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
54,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
55,dumb_model,dumb_simulation,Scenario1,1,0,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
56,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
57,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
58,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
59,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
60,dumb_model,dumb_simulation,Scenario1,1,1,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
61,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
62,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
63,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
64,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
65,dumb_model,dumb_simulation,Scenario1,1,2,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
66,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
67,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
68,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
69,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
70,dumb_model,dumb_simulation,Scenario1,1,3,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
71,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
72,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
73,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
74,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
75,dumb_model,dumb_simulation,Scenario1,1,4,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
76,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
77,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
78,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
79,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
80,dumb_model,dumb_simulation,Scenario1,1,5,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
81,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
82,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
83,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
84,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
85,dumb_model,dumb_simulation,Scenario1,1,6,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
86,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
87,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
88,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
89,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
90,dumb_model,dumb_simulation,Scenario1,1,7,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
91,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
92,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
93,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
94,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
95,dumb_model,dumb_simulation,Scenario1,1,8,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
96,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
97,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T14:55,Funny_Bug_1,0.777530430180733,3
98,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T14:55,Funny_Bug_2,1.0255859969644556,4
99,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T14:55,Funny_Bug_3,1.4297401726154684,5
100,dumb_model,dumb_simulation,Scenario1,1,9,2019-11-25T14:55,Funny_Bug_4,1.0203485979368354,2
101,dumb_model,dumb_simulation,Scenario1,2,0,2019-11-25T14:55,Funny_Bug_0,1.3564897263228017,4
