index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2020-04-08T09:57, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
2,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
3,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
4,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
5,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
6,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
7,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
8,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
9,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
10,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
11,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
12,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
13,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
14,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
15,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
16,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
17,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
18,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
19,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
20,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
21,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
22,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
23,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
24,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
25,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
26,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
27,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
28,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
29,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
30,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
31,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
32,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
33,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
34,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
35,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
36,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
37,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
38,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
39,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
40,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
41,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
42,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
43,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
44,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
45,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
46,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
47,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
48,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
49,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
50,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
51,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
52,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
53,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
54,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
55,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
56,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
57,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
58,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
59,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
60,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
61,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
62,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
63,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
64,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
65,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
66,dumb_model,dumb_simulation,Scenario1,1,3,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
67,dumb_model,dumb_simulation,Scenario1,1,3,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
68,dumb_model,dumb_simulation,Scenario1,1,3,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
69,dumb_model,dumb_simulation,Scenario1,1,3,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
70,dumb_model,dumb_simulation,Scenario1,1,3,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
71,dumb_model,dumb_simulation,Scenario1,1,4,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
72,dumb_model,dumb_simulation,Scenario1,1,4,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
73,dumb_model,dumb_simulation,Scenario1,1,4,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
74,dumb_model,dumb_simulation,Scenario1,1,4,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
75,dumb_model,dumb_simulation,Scenario1,1,4,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
76,dumb_model,dumb_simulation,Scenario1,1,5,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
77,dumb_model,dumb_simulation,Scenario1,1,5,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
78,dumb_model,dumb_simulation,Scenario1,1,5,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
79,dumb_model,dumb_simulation,Scenario1,1,5,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
80,dumb_model,dumb_simulation,Scenario1,1,5,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
81,dumb_model,dumb_simulation,Scenario1,1,6,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
82,dumb_model,dumb_simulation,Scenario1,1,6,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
83,dumb_model,dumb_simulation,Scenario1,1,6,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
84,dumb_model,dumb_simulation,Scenario1,1,6,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
85,dumb_model,dumb_simulation,Scenario1,1,6,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
86,dumb_model,dumb_simulation,Scenario1,1,7,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
87,dumb_model,dumb_simulation,Scenario1,1,7,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
88,dumb_model,dumb_simulation,Scenario1,1,7,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
89,dumb_model,dumb_simulation,Scenario1,1,7,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
90,dumb_model,dumb_simulation,Scenario1,1,7,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
91,dumb_model,dumb_simulation,Scenario1,1,8,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
92,dumb_model,dumb_simulation,Scenario1,1,8,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
93,dumb_model,dumb_simulation,Scenario1,1,8,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
94,dumb_model,dumb_simulation,Scenario1,1,8,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
95,dumb_model,dumb_simulation,Scenario1,1,8,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
96,dumb_model,dumb_simulation,Scenario1,1,9,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
97,dumb_model,dumb_simulation,Scenario1,1,9,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
98,dumb_model,dumb_simulation,Scenario1,1,9,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
99,dumb_model,dumb_simulation,Scenario1,1,9,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
100,dumb_model,dumb_simulation,Scenario1,1,9,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
101,dumb_model,dumb_simulation,Scenario1,2,0,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
102,dumb_model,dumb_simulation,Scenario1,2,0,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
103,dumb_model,dumb_simulation,Scenario1,2,0,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
104,dumb_model,dumb_simulation,Scenario1,2,0,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
105,dumb_model,dumb_simulation,Scenario1,2,0,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
106,dumb_model,dumb_simulation,Scenario1,2,1,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
107,dumb_model,dumb_simulation,Scenario1,2,1,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
108,dumb_model,dumb_simulation,Scenario1,2,1,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
109,dumb_model,dumb_simulation,Scenario1,2,1,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
110,dumb_model,dumb_simulation,Scenario1,2,1,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
111,dumb_model,dumb_simulation,Scenario1,2,2,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
112,dumb_model,dumb_simulation,Scenario1,2,2,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
113,dumb_model,dumb_simulation,Scenario1,2,2,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
114,dumb_model,dumb_simulation,Scenario1,2,2,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
115,dumb_model,dumb_simulation,Scenario1,2,2,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
116,dumb_model,dumb_simulation,Scenario1,2,3,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
117,dumb_model,dumb_simulation,Scenario1,2,3,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
118,dumb_model,dumb_simulation,Scenario1,2,3,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
119,dumb_model,dumb_simulation,Scenario1,2,3,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
120,dumb_model,dumb_simulation,Scenario1,2,3,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
121,dumb_model,dumb_simulation,Scenario1,2,4,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
122,dumb_model,dumb_simulation,Scenario1,2,4,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
123,dumb_model,dumb_simulation,Scenario1,2,4,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
124,dumb_model,dumb_simulation,Scenario1,2,4,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
125,dumb_model,dumb_simulation,Scenario1,2,4,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
126,dumb_model,dumb_simulation,Scenario1,2,5,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
127,dumb_model,dumb_simulation,Scenario1,2,5,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
128,dumb_model,dumb_simulation,Scenario1,2,5,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
129,dumb_model,dumb_simulation,Scenario1,2,5,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
130,dumb_model,dumb_simulation,Scenario1,2,5,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
131,dumb_model,dumb_simulation,Scenario1,2,6,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
132,dumb_model,dumb_simulation,Scenario1,2,6,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
133,dumb_model,dumb_simulation,Scenario1,2,6,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
134,dumb_model,dumb_simulation,Scenario1,2,6,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
135,dumb_model,dumb_simulation,Scenario1,2,6,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
136,dumb_model,dumb_simulation,Scenario1,2,7,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
137,dumb_model,dumb_simulation,Scenario1,2,7,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
138,dumb_model,dumb_simulation,Scenario1,2,7,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
139,dumb_model,dumb_simulation,Scenario1,2,7,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
140,dumb_model,dumb_simulation,Scenario1,2,7,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
141,dumb_model,dumb_simulation,Scenario1,2,8,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
142,dumb_model,dumb_simulation,Scenario1,2,8,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
143,dumb_model,dumb_simulation,Scenario1,2,8,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
144,dumb_model,dumb_simulation,Scenario1,2,8,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
145,dumb_model,dumb_simulation,Scenario1,2,8,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
146,dumb_model,dumb_simulation,Scenario1,2,9,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
147,dumb_model,dumb_simulation,Scenario1,2,9,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
148,dumb_model,dumb_simulation,Scenario1,2,9,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
149,dumb_model,dumb_simulation,Scenario1,2,9,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
150,dumb_model,dumb_simulation,Scenario1,2,9,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
151,dumb_model,dumb_simulation,Scenario1,3,0,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
152,dumb_model,dumb_simulation,Scenario1,3,0,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
153,dumb_model,dumb_simulation,Scenario1,3,0,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
154,dumb_model,dumb_simulation,Scenario1,3,0,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
155,dumb_model,dumb_simulation,Scenario1,3,0,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
156,dumb_model,dumb_simulation,Scenario1,3,1,2020-04-08T09:57,Funny_Bug_0,0.9077293889441118,3
157,dumb_model,dumb_simulation,Scenario1,3,1,2020-04-08T09:57,Funny_Bug_1,0.8505046943450081,2
158,dumb_model,dumb_simulation,Scenario1,3,1,2020-04-08T09:57,Funny_Bug_2,1.110542378815899,4
159,dumb_model,dumb_simulation,Scenario1,3,1,2020-04-08T09:57,Funny_Bug_3,0.7492751399024273,7
160,dumb_model,dumb_simulation,Scenario1,3,1,2020-04-08T09:57,Funny_Bug_4,0.6579728817680341,3
