index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2020-04-08T17:28, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
2,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
3,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
4,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
5,dumb_model,dumb_simulation,Scenario1,0,0,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
6,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
7,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
8,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
9,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
10,dumb_model,dumb_simulation,Scenario1,0,1,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
11,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
12,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
13,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
14,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
15,dumb_model,dumb_simulation,Scenario1,0,2,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
16,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
17,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
18,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
19,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
20,dumb_model,dumb_simulation,Scenario1,0,3,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
21,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
22,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
23,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
24,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
25,dumb_model,dumb_simulation,Scenario1,0,4,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
26,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
27,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
28,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
29,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
30,dumb_model,dumb_simulation,Scenario1,0,5,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
31,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
32,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
33,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
34,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
35,dumb_model,dumb_simulation,Scenario1,0,6,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
36,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
37,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
38,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
39,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
40,dumb_model,dumb_simulation,Scenario1,0,7,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
41,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
42,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
43,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
44,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
45,dumb_model,dumb_simulation,Scenario1,0,8,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
46,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
47,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
48,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
49,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
50,dumb_model,dumb_simulation,Scenario1,0,9,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
51,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
52,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
53,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
54,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
55,dumb_model,dumb_simulation,Scenario1,1,0,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
56,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
57,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T17:28,Funny_Bug_1,0.6226573828858792,3
58,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T17:28,Funny_Bug_2,1.31724312259957,3
59,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T17:28,Funny_Bug_3,1.126133668366955,4
60,dumb_model,dumb_simulation,Scenario1,1,1,2020-04-08T17:28,Funny_Bug_4,0.9833544011206015,5
61,dumb_model,dumb_simulation,Scenario1,1,2,2020-04-08T17:28,Funny_Bug_0,1.1589025408546885,7
