index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2019-10-03T11:03, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T11:03,Circumspect_Bug_0,1.012351084969368,5
2,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T11:03,Circumspect_Bug_1,1.080962829435553,5
3,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T11:03,Circumspect_Bug_2,1.0051253262927686,4
4,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T11:03,Circumspect_Bug_0,1.012351084969368,5
5,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T11:03,Circumspect_Bug_1,1.080962829435553,5
6,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T11:03,Circumspect_Bug_2,1.0051253262927686,4
7,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T11:03,Circumspect_Bug_0,1.012351084969368,5
8,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T11:03,Circumspect_Bug_1,1.080962829435553,5
9,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T11:03,Circumspect_Bug_2,1.0051253262927686,4
10,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T11:03,Circumspect_Bug_0,1.012351084969368,5
11,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T11:03,Circumspect_Bug_1,1.080962829435553,5
12,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T11:03,Circumspect_Bug_2,1.0051253262927686,4
13,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T11:03,Circumspect_Bug_0,1.012351084969368,5
14,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T11:03,Circumspect_Bug_1,1.080962829435553,5
15,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T11:03,Circumspect_Bug_2,1.0051253262927686,4
16,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T11:03,Circumspect_Bug_0,1.012351084969368,5
17,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T11:03,Circumspect_Bug_1,1.080962829435553,5
18,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T11:03,Circumspect_Bug_2,1.0051253262927686,4
19,dumb_model,dumb_simulation,Scenario1,0,6,2019-10-03T11:03,Circumspect_Bug_0,1.012351084969368,5
20,dumb_model,dumb_simulation,Scenario1,0,6,2019-10-03T11:03,Circumspect_Bug_1,1.080962829435553,5
21,dumb_model,dumb_simulation,Scenario1,0,6,2019-10-03T11:03,Circumspect_Bug_2,1.0051253262927686,4
22,dumb_model,dumb_simulation,Scenario1,0,7,2019-10-03T11:03,Circumspect_Bug_0,1.012351084969368,5
