index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2019-10-03T11:01, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T11:01,Funny_Bug_0,1.0959178722199772,1
2,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T11:01,Funny_Bug_1,0.8574022289332225,3
3,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T11:01,Funny_Bug_2,0.9131851239587853,4
4,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T11:01,Funny_Bug_3,0.9226764466342405,1
5,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T11:01,Funny_Bug_4,0.9243136476562835,2
6,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T11:01,Funny_Bug_0,1.0959178722199772,1
7,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T11:01,Funny_Bug_1,0.8574022289332225,3
8,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T11:01,Funny_Bug_2,0.9131851239587853,4
9,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T11:01,Funny_Bug_3,0.9226764466342405,1
10,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T11:01,Funny_Bug_4,0.9243136476562835,2
11,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T11:01,Funny_Bug_0,1.0959178722199772,1
12,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T11:01,Funny_Bug_1,0.8574022289332225,3
13,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T11:01,Funny_Bug_2,0.9131851239587853,4
14,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T11:01,Funny_Bug_3,0.9226764466342405,1
15,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T11:01,Funny_Bug_4,0.9243136476562835,2
16,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T11:01,Funny_Bug_0,1.0959178722199772,1
17,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T11:01,Funny_Bug_1,0.8574022289332225,3
18,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T11:01,Funny_Bug_2,0.9131851239587853,4
19,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T11:01,Funny_Bug_3,0.9226764466342405,1
20,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T11:01,Funny_Bug_4,0.9243136476562835,2
21,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T11:01,Funny_Bug_0,1.0959178722199772,1
22,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T11:01,Funny_Bug_1,0.8574022289332225,3
23,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T11:01,Funny_Bug_2,0.9131851239587853,4
24,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T11:01,Funny_Bug_3,0.9226764466342405,1
25,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T11:01,Funny_Bug_4,0.9243136476562835,2
26,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T11:01,Funny_Bug_0,1.0959178722199772,1
27,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T11:01,Funny_Bug_1,0.8574022289332225,3
28,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T11:01,Funny_Bug_2,0.9131851239587853,4
29,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T11:01,Funny_Bug_3,0.9226764466342405,1
30,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T11:01,Funny_Bug_4,0.9243136476562835,2
31,dumb_model,dumb_simulation,Scenario1,0,6,2019-10-03T11:01,Funny_Bug_0,1.0959178722199772,1
