index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,dumb_model,dumb_simulation, ,0,0,2019-10-03T10:29, ,0.0,0
1,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
2,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T10:29,Circumspect_Bug_1,0.9990060624926445,3
3,dumb_model,dumb_simulation,Scenario1,0,0,2019-10-03T10:29,Circumspect_Bug_2,1.0478244743592475,3
4,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
5,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T10:29,Circumspect_Bug_1,0.9990060624926445,3
6,dumb_model,dumb_simulation,Scenario1,0,1,2019-10-03T10:29,Circumspect_Bug_2,1.0478244743592475,3
7,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
8,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T10:29,Circumspect_Bug_1,0.9990060624926445,3
9,dumb_model,dumb_simulation,Scenario1,0,2,2019-10-03T10:29,Circumspect_Bug_2,1.0478244743592475,3
10,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
11,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T10:29,Circumspect_Bug_1,0.9990060624926445,3
12,dumb_model,dumb_simulation,Scenario1,0,3,2019-10-03T10:29,Circumspect_Bug_2,1.0478244743592475,3
13,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
14,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T10:29,Circumspect_Bug_1,0.9990060624926445,3
15,dumb_model,dumb_simulation,Scenario1,0,4,2019-10-03T10:29,Circumspect_Bug_2,1.0478244743592475,3
16,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
17,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T10:29,Circumspect_Bug_1,0.9990060624926445,3
18,dumb_model,dumb_simulation,Scenario1,0,5,2019-10-03T10:29,Circumspect_Bug_2,1.0478244743592475,3
19,dumb_model,dumb_simulation,Scenario1,0,6,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
20,dumb_model,dumb_simulation,Scenario1,0,6,2019-10-03T10:29,Circumspect_Bug_1,0.9990060624926445,3
21,dumb_model,dumb_simulation,Scenario1,0,6,2019-10-03T10:29,Circumspect_Bug_2,1.0478244743592475,3
22,dumb_model,dumb_simulation,Scenario1,0,7,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
23,dumb_model,dumb_simulation,Scenario1,0,7,2019-10-03T10:29,Circumspect_Bug_1,0.9990060624926445,3
24,dumb_model,dumb_simulation,Scenario1,0,7,2019-10-03T10:29,Circumspect_Bug_2,1.0478244743592475,3
25,dumb_model,dumb_simulation,Scenario1,0,8,2019-10-03T10:29,Circumspect_Bug_0,0.9947041969549414,6
