index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage,desired_output,output,labor_to_contract,labor_contracted,unitary_cost,price,deposits_cash,desired_perc_inv,perc_inv,mark_up
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T15:23, ,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:23,CG_0,30.26518734923656,0.7077195314607405,<accounting.GoodOrService object at 0x7f89d47a8630>,9.680891174381127,9.179312178332111,10.185062921956828,10.33902416296565,9.106547683571307,8.567628542530183,0.06475871881405065,-0.0478420062144215,0.05607755680295645
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:23,CG_1,30.10760685285806,0.5610158635986132,<accounting.GoodOrService object at 0x7f89d47a85c0>,10.472489554999969,9.213321518579924,8.197058140897422,9.408020992219912,9.73146713515126,11.45759948448107,0.06873180950921873,0.047185884587197295,0.12464369103246978
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:23,CG_2,28.53857596331994,1.208209695156994,<accounting.GoodOrService object at 0x7f89d47ba780>,10.071051034039662,10.426005411391001,10.195045227756612,9.752967321625274,10.640921471768888,10.138038995530504,0.08387744550358031,0.03386016056859355,0.10940498237076124
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:23,CG_3,30.09997891862717,1.080562334057836,<accounting.GoodOrService object at 0x7f89d47bac50>,9.665529311209374,11.277650356370595,9.986657108642413,9.31629006458052,10.16375902663398,10.07652858402464,0.10874089616579101,0.10182491595319262,0.08896153369434465
5,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:23,CG_0,30.26518734923656,0.7077195314607405,<accounting.GoodOrService object at 0x7f89d47ba2b0>,9.680891174381127,9.179312178332111,10.185062921956828,10.33902416296565,9.106547683571307,8.567628542530183,0.06475871881405065,-0.0478420062144215,0.05607755680295645
6,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:23,CG_1,30.10760685285806,0.5610158635986132,<accounting.GoodOrService object at 0x7f89d47bab70>,10.472489554999969,9.213321518579924,8.197058140897422,9.408020992219912,9.73146713515126,11.45759948448107,0.06873180950921873,0.047185884587197295,0.12464369103246978
7,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:23,CG_2,28.53857596331994,1.208209695156994,<accounting.GoodOrService object at 0x7f89d47a8278>,10.071051034039662,10.426005411391001,10.195045227756612,9.752967321625274,10.640921471768888,10.138038995530504,0.08387744550358031,0.03386016056859355,0.10940498237076124
8,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:23,CG_3,30.09997891862717,1.080562334057836,<accounting.GoodOrService object at 0x7f89d47ba710>,9.665529311209374,11.277650356370595,9.986657108642413,9.31629006458052,10.16375902663398,10.07652858402464,0.10874089616579101,0.10182491595319262,0.08896153369434465
9,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:23,CG_0,30.26518734923656,0.7077195314607405,<accounting.GoodOrService object at 0x7f89d47a8e80>,9.680891174381127,9.179312178332111,10.185062921956828,10.33902416296565,9.106547683571307,8.567628542530183,0.06475871881405065,-0.0478420062144215,0.05607755680295645
10,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:23,CG_1,30.10760685285806,0.5610158635986132,<accounting.GoodOrService object at 0x7f89d47a8da0>,10.472489554999969,9.213321518579924,8.197058140897422,9.408020992219912,9.73146713515126,11.45759948448107,0.06873180950921873,0.047185884587197295,0.12464369103246978
11,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:23,CG_2,28.53857596331994,1.208209695156994,<accounting.GoodOrService object at 0x7f89d47ba940>,10.071051034039662,10.426005411391001,10.195045227756612,9.752967321625274,10.640921471768888,10.138038995530504,0.08387744550358031,0.03386016056859355,0.10940498237076124
12,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:23,CG_3,30.09997891862717,1.080562334057836,<accounting.GoodOrService object at 0x7f89d47ba160>,9.665529311209374,11.277650356370595,9.986657108642413,9.31629006458052,10.16375902663398,10.07652858402464,0.10874089616579101,0.10182491595319262,0.08896153369434465
13,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:23,CG_0,30.26518734923656,0.7077195314607405,<accounting.GoodOrService object at 0x7f89d47ba2e8>,9.680891174381127,9.179312178332111,10.185062921956828,10.33902416296565,9.106547683571307,8.567628542530183,0.06475871881405065,-0.0478420062144215,0.05607755680295645
14,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:23,CG_1,30.10760685285806,0.5610158635986132,<accounting.GoodOrService object at 0x7f89d47ba4a8>,10.472489554999969,9.213321518579924,8.197058140897422,9.408020992219912,9.73146713515126,11.45759948448107,0.06873180950921873,0.047185884587197295,0.12464369103246978
15,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:23,CG_2,28.53857596331994,1.208209695156994,<accounting.GoodOrService object at 0x7f89d47a8978>,10.071051034039662,10.426005411391001,10.195045227756612,9.752967321625274,10.640921471768888,10.138038995530504,0.08387744550358031,0.03386016056859355,0.10940498237076124
16,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:23,CG_3,30.09997891862717,1.080562334057836,<accounting.GoodOrService object at 0x7f89d47a8358>,9.665529311209374,11.277650356370595,9.986657108642413,9.31629006458052,10.16375902663398,10.07652858402464,0.10874089616579101,0.10182491595319262,0.08896153369434465
17,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:23,CG_0,30.26518734923656,0.7077195314607405,<accounting.GoodOrService object at 0x7f89d47bada0>,9.680891174381127,9.179312178332111,10.185062921956828,10.33902416296565,9.106547683571307,8.567628542530183,0.06475871881405065,-0.0478420062144215,0.05607755680295645
18,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:23,CG_1,30.10760685285806,0.5610158635986132,<accounting.GoodOrService object at 0x7f89d47a8ba8>,10.472489554999969,9.213321518579924,8.197058140897422,9.408020992219912,9.73146713515126,11.45759948448107,0.06873180950921873,0.047185884587197295,0.12464369103246978
19,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:23,CG_2,28.53857596331994,1.208209695156994,<accounting.GoodOrService object at 0x7f89d47a8a58>,10.071051034039662,10.426005411391001,10.195045227756612,9.752967321625274,10.640921471768888,10.138038995530504,0.08387744550358031,0.03386016056859355,0.10940498237076124
20,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:23,CG_3,30.09997891862717,1.080562334057836,<accounting.GoodOrService object at 0x7f89d47bacf8>,9.665529311209374,11.277650356370595,9.986657108642413,9.31629006458052,10.16375902663398,10.07652858402464,0.10874089616579101,0.10182491595319262,0.08896153369434465
21,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:23,CG_0,30.26518734923656,0.7077195314607405,<accounting.GoodOrService object at 0x7f89d47a8c18>,9.680891174381127,9.179312178332111,10.185062921956828,10.33902416296565,9.106547683571307,8.567628542530183,0.06475871881405065,-0.0478420062144215,0.05607755680295645
22,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:23,CG_1,30.10760685285806,0.5610158635986132,<accounting.GoodOrService object at 0x7f89d47c2208>,10.472489554999969,9.213321518579924,8.197058140897422,9.408020992219912,9.73146713515126,11.45759948448107,0.06873180950921873,0.047185884587197295,0.12464369103246978
