index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage,desired_output,output,labor_to_contract,labor_contracted,unitary_cost,price,deposits_cash,desired_perc_inv,perc_inv,mark_up
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T15:27, ,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6e3358>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6ee518>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6ebf60>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,CG_3,31.341890087063085,0.9701652461560556,<accounting.GoodOrService object at 0x7febad6e3208>,9.896332826778853,8.332378236014776,10.209250954048152,10.96837075786584,10.216622735695465,10.025296982902384,0.032720649106825754,0.12662278429085846,-0.007638469609194579
5,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6eeb70>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
6,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6e38d0>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
7,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6e3400>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
8,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,CG_3,31.341890087063085,0.9701652461560556,<accounting.GoodOrService object at 0x7febad6e32e8>,9.896332826778853,8.332378236014776,10.209250954048152,10.96837075786584,10.216622735695465,10.025296982902384,0.032720649106825754,0.12662278429085846,-0.007638469609194579
9,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6ee6d8>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
10,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6e3be0>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
11,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6e3550>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
12,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,CG_3,31.341890087063085,0.9701652461560556,<accounting.GoodOrService object at 0x7febad6e30b8>,9.896332826778853,8.332378236014776,10.209250954048152,10.96837075786584,10.216622735695465,10.025296982902384,0.032720649106825754,0.12662278429085846,-0.007638469609194579
13,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6ee828>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
14,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6e3828>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
15,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6ee128>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
16,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,CG_3,31.341890087063085,0.9701652461560556,<accounting.GoodOrService object at 0x7febad6e3240>,9.896332826778853,8.332378236014776,10.209250954048152,10.96837075786584,10.216622735695465,10.025296982902384,0.032720649106825754,0.12662278429085846,-0.007638469609194579
17,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6e3978>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
18,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6eef98>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
19,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6e37b8>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
20,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,CG_3,31.341890087063085,0.9701652461560556,<accounting.GoodOrService object at 0x7febad6ee908>,9.896332826778853,8.332378236014776,10.209250954048152,10.96837075786584,10.216622735695465,10.025296982902384,0.032720649106825754,0.12662278429085846,-0.007638469609194579
21,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6e3b00>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
22,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6ee4e0>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
23,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6ee630>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
24,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,CG_3,31.341890087063085,0.9701652461560556,<accounting.GoodOrService object at 0x7febad6ee978>,9.896332826778853,8.332378236014776,10.209250954048152,10.96837075786584,10.216622735695465,10.025296982902384,0.032720649106825754,0.12662278429085846,-0.007638469609194579
25,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6e3d30>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
26,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6e3588>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
27,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6e3748>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
28,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:27,CG_3,31.341890087063085,0.9701652461560556,<accounting.GoodOrService object at 0x7febad6ee2e8>,9.896332826778853,8.332378236014776,10.209250954048152,10.96837075786584,10.216622735695465,10.025296982902384,0.032720649106825754,0.12662278429085846,-0.007638469609194579
29,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6ebeb8>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
30,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6ee5c0>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
31,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6e3198>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
32,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:27,CG_3,31.341890087063085,0.9701652461560556,<accounting.GoodOrService object at 0x7febad6eef28>,9.896332826778853,8.332378236014776,10.209250954048152,10.96837075786584,10.216622735695465,10.025296982902384,0.032720649106825754,0.12662278429085846,-0.007638469609194579
33,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T15:27,CG_0,30.394650086787895,0.6183605166788724,<accounting.GoodOrService object at 0x7febad6ee1d0>,10.128067957165396,10.169909468254296,8.666225832329456,8.590654034800455,9.435695141563654,9.298951403042556,0.06972452633214364,0.10074951746443318,0.08334711827870682
34,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T15:27,CG_1,30.705508656911086,1.1428730561935325,<accounting.GoodOrService object at 0x7febad6f7320>,10.356592851969841,9.609809845446721,10.953007743643257,10.17512390473939,9.208051386577555,11.562821283818206,0.08668226120635106,0.15014920407293106,0.09240429867805748
35,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T15:27,CG_2,29.51619767865269,0.6350860405999057,<accounting.GoodOrService object at 0x7febad6e3470>,9.95585132019541,9.435014280297517,11.722963078775823,10.565512862581222,10.40671281178259,11.511553811553368,0.05175815235122161,0.01589257494153526,0.04745639992135855
