index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage,desired_output,output,labor_to_contract,labor_contracted,unitary_cost,price,deposits_cash,desired_perc_inv,perc_inv,mark_up
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T16:13, ,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T16:13,KG_0,10.770988061355006,1.012833166986601,<accounting.GoodOrService object at 0x7ff713145dd8>,10.200103630296656,11.628873199629128,9.224250320099875,10.236572089791336,12.088595154353877,9.705219041106725,0.006211019971650661,0.12366303388615989,0.1633068440504059
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T16:13,KG_1,10.747664373484824,1.0078764365499804,<accounting.GoodOrService object at 0x7ff71313a160>,10.264967543388924,10.723746378876143,9.77133482471577,9.429137171614279,9.839397522373964,9.331555477620556,0.02430489720274394,0.13922458462231377,-0.015320101538577727
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T16:13,KG_0,10.770988061355006,1.012833166986601,<accounting.GoodOrService object at 0x7ff713145f60>,10.200103630296656,11.628873199629128,9.224250320099875,10.236572089791336,12.088595154353877,9.705219041106725,0.006211019971650661,0.12366303388615989,0.1633068440504059
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T16:13,KG_1,10.747664373484824,1.0078764365499804,<accounting.GoodOrService object at 0x7ff713145cf8>,10.264967543388924,10.723746378876143,9.77133482471577,9.429137171614279,9.839397522373964,9.331555477620556,0.02430489720274394,0.13922458462231377,-0.015320101538577727
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T16:13,KG_0,10.770988061355006,1.012833166986601,<accounting.GoodOrService object at 0x7ff71313a9b0>,10.200103630296656,11.628873199629128,9.224250320099875,10.236572089791336,12.088595154353877,9.705219041106725,0.006211019971650661,0.12366303388615989,0.1633068440504059
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T16:13,KG_1,10.747664373484824,1.0078764365499804,<accounting.GoodOrService object at 0x7ff7131455c0>,10.264967543388924,10.723746378876143,9.77133482471577,9.429137171614279,9.839397522373964,9.331555477620556,0.02430489720274394,0.13922458462231377,-0.015320101538577727
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T16:13,KG_0,10.770988061355006,1.012833166986601,<accounting.GoodOrService object at 0x7ff71313ab00>,10.200103630296656,11.628873199629128,9.224250320099875,10.236572089791336,12.088595154353877,9.705219041106725,0.006211019971650661,0.12366303388615989,0.1633068440504059
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T16:13,KG_1,10.747664373484824,1.0078764365499804,<accounting.GoodOrService object at 0x7ff71313a518>,10.264967543388924,10.723746378876143,9.77133482471577,9.429137171614279,9.839397522373964,9.331555477620556,0.02430489720274394,0.13922458462231377,-0.015320101538577727
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T16:13,KG_0,10.770988061355006,1.012833166986601,<accounting.GoodOrService object at 0x7ff71313a198>,10.200103630296656,11.628873199629128,9.224250320099875,10.236572089791336,12.088595154353877,9.705219041106725,0.006211019971650661,0.12366303388615989,0.1633068440504059
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T16:13,KG_1,10.747664373484824,1.0078764365499804,<accounting.GoodOrService object at 0x7ff71313a8d0>,10.264967543388924,10.723746378876143,9.77133482471577,9.429137171614279,9.839397522373964,9.331555477620556,0.02430489720274394,0.13922458462231377,-0.015320101538577727
