index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage,desired_output,output,labor_to_contract,labor_contracted,unitary_cost,price,deposits_cash,desired_perc_inv,perc_inv,mark_up
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T15:23, ,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:23,KG_0,9.276485154664492,1.1716557876949785,<accounting.GoodOrService object at 0x7f89d47ba438>,10.193533438593034,10.93208184168835,9.7488749218198,8.367251806737055,9.58398441673053,9.33927292686526,0.09133920553393383,0.07445870424941772,0.15396074468686005
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:23,KG_1,10.098517617025704,0.8687317487505968,<accounting.GoodOrService object at 0x7f89d47bab38>,9.911863212601226,10.193480744424495,9.125511942229124,9.995241019728828,9.786675119651413,11.770961140084843,0.0860867256667944,0.07532763493474326,-0.012719192874864851
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:23,KG_0,9.276485154664492,1.1716557876949785,<accounting.GoodOrService object at 0x7f89d47ba6a0>,10.193533438593034,10.93208184168835,9.7488749218198,8.367251806737055,9.58398441673053,9.33927292686526,0.09133920553393383,0.07445870424941772,0.15396074468686005
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:23,KG_1,10.098517617025704,0.8687317487505968,<accounting.GoodOrService object at 0x7f89d47a88d0>,9.911863212601226,10.193480744424495,9.125511942229124,9.995241019728828,9.786675119651413,11.770961140084843,0.0860867256667944,0.07532763493474326,-0.012719192874864851
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:23,KG_0,9.276485154664492,1.1716557876949785,<accounting.GoodOrService object at 0x7f89d47a8198>,10.193533438593034,10.93208184168835,9.7488749218198,8.367251806737055,9.58398441673053,9.33927292686526,0.09133920553393383,0.07445870424941772,0.15396074468686005
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:23,KG_1,10.098517617025704,0.8687317487505968,<accounting.GoodOrService object at 0x7f89d47a8748>,9.911863212601226,10.193480744424495,9.125511942229124,9.995241019728828,9.786675119651413,11.770961140084843,0.0860867256667944,0.07532763493474326,-0.012719192874864851
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:23,KG_0,9.276485154664492,1.1716557876949785,<accounting.GoodOrService object at 0x7f89d47a8208>,10.193533438593034,10.93208184168835,9.7488749218198,8.367251806737055,9.58398441673053,9.33927292686526,0.09133920553393383,0.07445870424941772,0.15396074468686005
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:23,KG_1,10.098517617025704,0.8687317487505968,<accounting.GoodOrService object at 0x7f89d47a8fd0>,9.911863212601226,10.193480744424495,9.125511942229124,9.995241019728828,9.786675119651413,11.770961140084843,0.0860867256667944,0.07532763493474326,-0.012719192874864851
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:23,KG_0,9.276485154664492,1.1716557876949785,<accounting.GoodOrService object at 0x7f89d47a8c50>,10.193533438593034,10.93208184168835,9.7488749218198,8.367251806737055,9.58398441673053,9.33927292686526,0.09133920553393383,0.07445870424941772,0.15396074468686005
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:23,KG_1,10.098517617025704,0.8687317487505968,<accounting.GoodOrService object at 0x7f89d47c2240>,9.911863212601226,10.193480744424495,9.125511942229124,9.995241019728828,9.786675119651413,11.770961140084843,0.0860867256667944,0.07532763493474326,-0.012719192874864851
11,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:23,KG_0,9.276485154664492,1.1716557876949785,<accounting.GoodOrService object at 0x7f89d47a8390>,10.193533438593034,10.93208184168835,9.7488749218198,8.367251806737055,9.58398441673053,9.33927292686526,0.09133920553393383,0.07445870424941772,0.15396074468686005
12,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:23,KG_1,10.098517617025704,0.8687317487505968,<accounting.GoodOrService object at 0x7f89d47a8048>,9.911863212601226,10.193480744424495,9.125511942229124,9.995241019728828,9.786675119651413,11.770961140084843,0.0860867256667944,0.07532763493474326,-0.012719192874864851
13,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:23,KG_0,9.276485154664492,1.1716557876949785,<accounting.GoodOrService object at 0x7f89d47a80f0>,10.193533438593034,10.93208184168835,9.7488749218198,8.367251806737055,9.58398441673053,9.33927292686526,0.09133920553393383,0.07445870424941772,0.15396074468686005
14,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:23,KG_1,10.098517617025704,0.8687317487505968,<accounting.GoodOrService object at 0x7f89d47a8940>,9.911863212601226,10.193480744424495,9.125511942229124,9.995241019728828,9.786675119651413,11.770961140084843,0.0860867256667944,0.07532763493474326,-0.012719192874864851
15,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:23,KG_0,9.276485154664492,1.1716557876949785,<accounting.GoodOrService object at 0x7f89d47baf60>,10.193533438593034,10.93208184168835,9.7488749218198,8.367251806737055,9.58398441673053,9.33927292686526,0.09133920553393383,0.07445870424941772,0.15396074468686005
16,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:23,KG_1,10.098517617025704,0.8687317487505968,<accounting.GoodOrService object at 0x7f89d47a8eb8>,9.911863212601226,10.193480744424495,9.125511942229124,9.995241019728828,9.786675119651413,11.770961140084843,0.0860867256667944,0.07532763493474326,-0.012719192874864851
