index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage,desired_output,output,labor_to_contract,labor_contracted,unitary_cost,price,deposits_cash,desired_perc_inv,perc_inv,mark_up
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T15:27, ,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,KG_0,8.44915767565914,0.8980434546526321,<accounting.GoodOrService object at 0x7febad6eea90>,10.069359892431965,10.910897292555248,9.666712311114203,10.377940741918575,9.203054230454736,9.809319042094469,0.10014406703093377,0.12315436946386274,0.1394233301319372
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,KG_1,9.968905460081466,0.9184983777564675,<accounting.GoodOrService object at 0x7febad6e3668>,10.257204813839287,9.78333376014521,9.232915082536973,8.205977727285141,9.22528745357902,10.119999645652312,0.08512215368200157,0.11593486544840571,0.1671768821903591
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,KG_0,8.44915767565914,0.8980434546526321,<accounting.GoodOrService object at 0x7febad6ebf98>,10.069359892431965,10.910897292555248,9.666712311114203,10.377940741918575,9.203054230454736,9.809319042094469,0.10014406703093377,0.12315436946386274,0.1394233301319372
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,KG_1,9.968905460081466,0.9184983777564675,<accounting.GoodOrService object at 0x7febad6e36d8>,10.257204813839287,9.78333376014521,9.232915082536973,8.205977727285141,9.22528745357902,10.119999645652312,0.08512215368200157,0.11593486544840571,0.1671768821903591
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,KG_0,8.44915767565914,0.8980434546526321,<accounting.GoodOrService object at 0x7febad6ee0f0>,10.069359892431965,10.910897292555248,9.666712311114203,10.377940741918575,9.203054230454736,9.809319042094469,0.10014406703093377,0.12315436946386274,0.1394233301319372
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,KG_1,9.968905460081466,0.9184983777564675,<accounting.GoodOrService object at 0x7febad6ee080>,10.257204813839287,9.78333376014521,9.232915082536973,8.205977727285141,9.22528745357902,10.119999645652312,0.08512215368200157,0.11593486544840571,0.1671768821903591
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,KG_0,8.44915767565914,0.8980434546526321,<accounting.GoodOrService object at 0x7febad6ee940>,10.069359892431965,10.910897292555248,9.666712311114203,10.377940741918575,9.203054230454736,9.809319042094469,0.10014406703093377,0.12315436946386274,0.1394233301319372
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,KG_1,9.968905460081466,0.9184983777564675,<accounting.GoodOrService object at 0x7febad6eeeb8>,10.257204813839287,9.78333376014521,9.232915082536973,8.205977727285141,9.22528745357902,10.119999645652312,0.08512215368200157,0.11593486544840571,0.1671768821903591
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,KG_0,8.44915767565914,0.8980434546526321,<accounting.GoodOrService object at 0x7febad6eed68>,10.069359892431965,10.910897292555248,9.666712311114203,10.377940741918575,9.203054230454736,9.809319042094469,0.10014406703093377,0.12315436946386274,0.1394233301319372
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,KG_1,9.968905460081466,0.9184983777564675,<accounting.GoodOrService object at 0x7febad6eefd0>,10.257204813839287,9.78333376014521,9.232915082536973,8.205977727285141,9.22528745357902,10.119999645652312,0.08512215368200157,0.11593486544840571,0.1671768821903591
11,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,KG_0,8.44915767565914,0.8980434546526321,<accounting.GoodOrService object at 0x7febad6ee390>,10.069359892431965,10.910897292555248,9.666712311114203,10.377940741918575,9.203054230454736,9.809319042094469,0.10014406703093377,0.12315436946386274,0.1394233301319372
12,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,KG_1,9.968905460081466,0.9184983777564675,<accounting.GoodOrService object at 0x7febad6e3278>,10.257204813839287,9.78333376014521,9.232915082536973,8.205977727285141,9.22528745357902,10.119999645652312,0.08512215368200157,0.11593486544840571,0.1671768821903591
