index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,macro_Caiani,macro_Caiani, ,0,0,2019-12-18T15:13, ,0.0,0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:13,CG_0,0.8841885508997547,4
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:13,CG_1,0.7955835533665901,3
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:13,CG_2,0.966007997671863,4
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:13,CG_0,0.8841885508997547,4
5,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:13,CG_1,0.7955835533665901,3
6,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:13,CG_2,0.966007997671863,4
7,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:13,CG_0,0.8841885508997547,4
8,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:13,CG_1,0.7955835533665901,3
9,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:13,CG_2,0.966007997671863,4
10,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:13,CG_0,0.8841885508997547,4
11,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:13,CG_1,0.7955835533665901,3
12,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:13,CG_2,0.966007997671863,4
13,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:13,CG_0,0.8841885508997547,4
14,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:13,CG_1,0.7955835533665901,3
15,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:13,CG_2,0.966007997671863,4
16,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:13,CG_0,0.8841885508997547,4
17,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:13,CG_1,0.7955835533665901,3
18,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:13,CG_2,0.966007997671863,4
19,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:13,CG_0,0.8841885508997547,4
20,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:13,CG_1,0.7955835533665901,3
21,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:13,CG_2,0.966007997671863,4
22,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:13,CG_0,0.8841885508997547,4
23,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:13,CG_1,0.7955835533665901,3
24,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:13,CG_2,0.966007997671863,4
25,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:13,CG_0,0.8841885508997547,4
26,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:13,CG_1,0.7955835533665901,3
27,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:13,CG_2,0.966007997671863,4
28,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:13,CG_0,0.8841885508997547,4
29,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:13,CG_1,0.7955835533665901,3
30,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:13,CG_2,0.966007997671863,4
