index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage,desired_output,output,labor_to_contract,labor_contracted,unitary_cost,price,deposits_cash,desired_perc_inv,perc_inv,mark_up
0,macro_Caiani,macro_Caiani, ,0,0,2020-02-07T14:50, ,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,CG_0,29.243502885751962,0.9980427742085483,<accounting.GoodOrService object at 0x7f93a9056518>,9.952871777976485,9.400234123794664,8.598906830492536,10.239360103177686,10.99129273499127,10.675109221634951,0.08106918864120712,0.11432335756868155,0.0479788935394438
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,CG_1,31.14650490082348,1.0998153990876811,<accounting.GoodOrService object at 0x7f93a9056eb8>,10.19937380654622,10.811116642629313,9.02989714419607,8.532672411518522,9.414682804213214,9.40915489640783,0.10255732263962145,0.09056967743601779,0.09557501294839525
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,CG_2,29.469003241304836,1.0168057694534873,<accounting.GoodOrService object at 0x7f93a90560f0>,9.772113027439309,11.314237382614724,10.038942757309691,8.694938239415853,10.52594503771724,9.093762244791513,0.05069824231134583,0.04789107028536573,0.035837859607883917
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,CG_3,29.864390251434003,1.2513422354877821,<accounting.GoodOrService object at 0x7f93a9056b70>,10.295861307862037,8.993370335015662,8.830316902198062,10.208866771781475,10.966565559849391,9.92596201051041,0.11142777087841367,0.057970438702814736,0.027897945221614567
5,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-02-07T14:50,CG_0,29.243502885751962,0.9980427742085483,<accounting.GoodOrService object at 0x7f93a9056978>,9.952871777976485,9.400234123794664,8.598906830492536,10.239360103177686,10.99129273499127,10.675109221634951,0.08106918864120712,0.11432335756868155,0.0479788935394438
6,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-02-07T14:50,CG_1,31.14650490082348,1.0998153990876811,<accounting.GoodOrService object at 0x7f93a904a630>,10.19937380654622,10.811116642629313,9.02989714419607,8.532672411518522,9.414682804213214,9.40915489640783,0.10255732263962145,0.09056967743601779,0.09557501294839525
7,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-02-07T14:50,CG_2,29.469003241304836,1.0168057694534873,<accounting.GoodOrService object at 0x7f93a904a080>,9.772113027439309,11.314237382614724,10.038942757309691,8.694938239415853,10.52594503771724,9.093762244791513,0.05069824231134583,0.04789107028536573,0.035837859607883917
8,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-02-07T14:50,CG_3,29.864390251434003,1.2513422354877821,<accounting.GoodOrService object at 0x7f93a904ac18>,10.295861307862037,8.993370335015662,8.830316902198062,10.208866771781475,10.966565559849391,9.92596201051041,0.11142777087841367,0.057970438702814736,0.027897945221614567
9,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-02-07T14:50,CG_0,29.243502885751962,0.9980427742085483,<accounting.GoodOrService object at 0x7f93a90569b0>,9.952871777976485,9.400234123794664,8.598906830492536,10.239360103177686,10.99129273499127,10.675109221634951,0.08106918864120712,0.11432335756868155,0.0479788935394438
